user_id,vehicle_model,battery_capacity_(kwh),charging_station_id,charging_station_location,charging_start_time,charging_end_time,energy_consumed_(kwh),charging_duration_(hours),charging_rate_(kw),charge_cost(usd),time_of_day,day_of_week,state_of_charge_(start_%),state_of_charge_(end_%),distance_driven(km),temp(°c),vehicle_age,charger_type,user_type,soc_drop,start_hour,start_day,start_month,start_year,weekday,is_weekend,energy_consumed_lag_1,energy_consumed_lag_2,charging_duration_lag_1,charging_duration_lag_2,energy_consumed_roll_mean_3,energy_consumed_roll_std_3,charging_duration_roll_mean_3,charging_duration_roll_std_3,start_hour_sin,start_hour_cos,weekday_sin,weekday_cos,time_since_last_charge
-1.7307391445200395,0,1.623165590257477,1.030207349988558,1,1969-12-31 23:59:59.999999999,-1.1810284391043675,0.8396517928468084,-1.1926468496775695,0.7352993765014793,-0.8889511688981327,1,5,-0.8360719850234026,0.6360249006373713,1.6763332070963588,0.8587309237350265,-0.699142329015916,0,1,57,-1.661324772583615,-1.621774259970165,-0.8798826901281196,0.0,-1.490320836259711,-0.6123724356957944,0.01659784408819306,0.015581306671598155,-0.2660876570412127,-0.2655301134847581,0.04760306542580989,0.0038112711489760626,-0.42051466321152303,0.09149788042738796,-0.4213503732625737,0.906897934142255,-0.9729578811050594,0.23098260020086597,0
-1.728114824361556,2,1.2351315279769222,1.28727888900218,4,1969-12-31 23:59:59.999999999,-1.1804888404426506,-1.404044879796512,0.6583747159595755,0.3692028251353233,-0.1448702919510591,2,1,-1.6251990881540264,0.5774705088922653,-0.4954842865957923,-0.0857044432008354,-0.2666831564287514,1,0,75,-1.516861748880692,-1.621774259970165,-0.8798826901281196,0.0,-1.490320836259711,-0.6123724356957944,0.8199192508802672,0.015581306671598155,-1.1921288698046946,-0.2655301134847581,0.04760306542580989,0.0038112711489760626,-0.42051466321152303,0.09149788042738796,-0.3867580601532345,0.9221812202091881,-0.9729578811050594,0.23098260020086597,0
-1.7254905042030722,1,0.0225250833501877,-0.428847330899567,4,1969-12-31 23:59:59.999999999,-1.180186088521764,-1.0835167837046091,-0.267136066858997,0.1495448943156297,1.2502813523247038,2,4,-1.749798104437809,-0.3008453672843252,-0.9728068126819792,0.3865132402670955,-0.699142329015916,2,1,63,-1.372398725177769,-1.621774259970165,-0.8798826901281196,0.0,-1.490320836259711,-0.6123724356957944,-1.3669001342759346,0.819106082761152,0.6599535557222693,-1.1913732075929888,-0.8608893357515099,0.6318343902338954,-0.42051466321152303,0.09149788042738796,-0.35161260297471486,0.9361455962772808,-0.9729578811050594,0.23098260020086597,0
-1.7228661840445885,2,-1.1900813612765468,0.58554306628932,1,1969-12-31 23:59:59.999999999,-1.1797865383676682,1.66386689708313,-1.1926468496775695,0.5156414456817857,-0.8889511688981327,1,2,1.406710308084686,1.4557863850688555,0.5546252707938193,1.5333276144034993,-1.1316015016030805,1,2,17,-1.227935701474846,-1.621774259970165,-0.8798826901281196,0.0,-1.490320836259711,-0.6123724356957944,-1.0544973649679057,-1.3682669188159668,-0.2660876570412127,0.6603129806234728,-0.40664313516285,1.7832101085562475,-0.42051466321152303,0.09149788042738796,-0.3159642670044579,0.9487710903986987,-0.9729578811050594,0.23098260020086597,0
-1.7202418638861048,2,-1.1900813612765468,-0.9360425294940103,2,1969-12-31 23:59:59.999999999,-1.1799842539078391,-1.0377270556914802,-0.267136066858997,-1.1684026906025315,-1.1679814977532854,2,2,0.2022531506747865,-0.6521717177549614,0.602357523402438,-1.5698171626714756,-1.1316015016030805,1,2,10,-1.0834726777719228,-1.621774259970165,-0.8798826901281196,0.0,-1.490320836259711,-0.6123724356957944,1.6232406576723413,-1.055785061447807,-1.1921288698046946,-0.2655301134847581,-0.25522773496663004,1.5738690688612744,-0.42051466321152303,0.09149788042738796,-0.27986403674065413,0.9600396455038853,-0.9729578811050594,0.23098260020086597,0
-1.7176175437276209,3,-1.1900813612765468,0.6411261017517247,4,1969-12-31 23:59:59.999999999,-1.179646489860047,0.0154366886104866,-1.1926468496775695,-0.8755254495096068,1.3432914619430882,1,2,1.0744462646612656,-0.1837365837941131,-0.1136262657268426,-1.3674381554709338,-1.564060674190245,0,2,-3,-0.9390096540689998,-1.621774259970165,-0.8798826901281196,0.0,-1.490320836259711,-0.6123724356957944,-1.0098683979239016,1.622630858850706,-0.2660876570412127,-1.1913732075929888,0.3504338658182498,1.0505164696238416,-1.9144185071813014,-1.5604775497547658,-0.24336354298385784,0.9699351452269085,-0.9729578811050594,0.23098260020086597,0
-1.7149932235691372,1,0.5075676612008815,-0.5608570401227784,1,1969-12-31 23:59:59.999999999,-1.1795579297743457,-0.2593016794682873,1.583885498778148,0.0031062737691674,-0.0518601823326749,1,0,0.4929841886702795,-0.2422909755392192,-0.8654092443125873,0.8587309237350265,0.165776016158413,2,1,10,-0.7945466303660768,-1.621774259970165,-0.8798826901281196,0.0,-1.490320836259711,-0.6123724356957944,0.01659784408819306,-1.0111447961094986,-1.1921288698046946,-0.2655301134847581,-0.7094739355552899,-0.8335528876309164,-0.42051466321152303,0.09149788042738796,-0.2065149889942563,0.9784434369551989,-0.9729578811050594,0.23098260020086597,0
-1.7123689034106535,1,0.0225250833501877,0.411846080469305,2,1969-12-31 23:59:59.999999999,-1.1789627236169555,0.3817545127155185,0.6583747159595755,0.0763255840423986,-1.1679814977532854,0,1,0.2853191615306417,-0.6521717177549614,-0.4358189708350189,-1.2999784864040864,-1.564060674190245,2,2,8,-0.6500836066631537,-1.621774259970165,-0.8798826901281196,0.0,-1.490320836259711,-0.6123724356957944,-0.25117595817583166,0.015581306671598155,1.5859947684857512,-1.1913732075929888,0.12331076552391987,-1.3569054868683492,-0.42051466321152303,0.09149788042738796,-0.16937107583020397,0.9855523520707153,-0.9729578811050594,0.23098260020086597,0
-1.7097445832521696,1,-0.6080302678557142,1.738891052134219,2,1969-12-31 23:59:59.999999999,-1.179211927579046,0.0612264166236156,-0.267136066858997,-0.8755254495096068,0.8782409138511671,1,6,-0.6699399633116924,1.0459056428531135,0.6500897760110567,0.52143257840079,0.165776016158413,1,1,60,-0.5056205829602307,-1.621774259970165,-0.8798826901281196,0.0,-1.490320836259711,-0.6123724356957944,0.37362958044022604,-0.2522602853582531,0.6599535557222693,1.5861560747317036,0.12331076552391987,-1.3569054868683492,1.0733891807582552,0.09149788042738796,-0.1319849269748023,0.9912517233535869,-0.9729578811050594,0.23098260020086597,0
-1.707120263093686,2,-1.1900813612765468,1.4540279953893944,0,1969-12-31 23:59:59.999999999,-1.1785466971678455,1.66386689708313,-0.267136066858997,-1.021964070056069,-0.1448702919510591,2,6,-0.9191379958792576,-0.3008453672843252,-1.1876019494207637,0.8587309237350265,-0.2666831564287514,0,1,43,-0.36115755925730764,-1.621774259970165,-0.8798826901281196,0.0,-1.490320836259711,-0.6123724356957944,0.06122681113219718,0.37270342937806655,-0.2660876570412127,0.6603129806234728,1.1832185668974597,-0.1008592486985105,-0.42051466321152303,-1.5604775497547658,-0.09441001235832401,0.9955333995233415,-0.9729578811050594,0.23098260020086597,0
