user_id,vehicle_model,battery_capacity_(kwh),charging_station_id,charging_station_location,charging_start_time,charging_end_time,energy_consumed_(kwh),charging_duration_(hours),charging_rate_(kw),charging_cost_(usd),time_of_day,day_of_week,state_of_charge_(start_%),state_of_charge_(end_%),distance_driven_(since_last_charge)_(km),temperature_(°c),vehicle_age_(years),charger_type,user_type
-1.7307391445200397,0,1.623165590257477,1.030207349988558,1,-1.1788496017245433,-1.1810284391043675,0.8396517928468084,-1.1926468496775695,0.7352993765014793,-0.8889511688981327,1,5,-0.8360719850234026,0.6360249006373713,1.6763332070963588,0.8587309237350265,-0.699142329015916,0,1
-1.728114824361556,2,1.2351315279769222,1.28727888900218,4,-1.1786435959002524,-1.1804888404426506,-1.404044879796512,0.6583747159595755,0.3692028251353233,-0.14487029195105913,2,1,-1.6251990881540264,0.5774705088922653,-0.4954842865957923,-0.08570444320083546,-0.26668315642875146,1,0
-1.7254905042030722,1,0.022525083350187713,-0.428847330899567,4,-1.1784375900759614,-1.1801860885217639,-1.0835167837046091,-0.26713606685899705,0.14954489431562978,1.2502813523247038,2,4,-1.749798104437809,-0.3008453672843252,-0.9728068126819793,0.3865132402670955,-0.699142329015916,2,1
-1.7228661840445885,2,-1.1900813612765468,0.58554306628932,1,-1.1782315842516706,-1.1797865383676682,1.66386689708313,-1.1926468496775695,0.5156414456817857,-0.8889511688981327,1,2,1.4067103080846861,1.4557863850688557,0.5546252707938193,1.5333276144034993,-1.1316015016030805,1,2
-1.7202418638861048,2,-1.1900813612765468,-0.9360425294940105,2,-1.1780255784273796,-1.1799842539078391,-1.0377270556914802,-0.26713606685899705,-1.1684026906025315,-1.1679814977532854,2,2,0.20225315067478658,-0.6521717177549614,0.602357523402438,-1.5698171626714756,-1.1316015016030805,1,2
-1.7176175437276209,3,-1.1900813612765468,0.6411261017517247,4,-1.1778195726030887,-1.179646489860047,0.015436688610486617,-1.1926468496775695,-0.8755254495096068,1.3432914619430882,1,2,1.0744462646612656,-0.18373658379411317,-0.11362626572684263,-1.3674381554709338,-1.564060674190245,0,2
-1.7149932235691372,1,0.5075676612008815,-0.5608570401227784,1,-1.1776135667787977,-1.1795579297743455,-0.2593016794682873,1.583885498778148,0.0031062737691674195,-0.05186018233267491,1,0,0.49298418867027954,-0.2422909755392192,-0.8654092443125873,0.8587309237350265,0.16577601615841306,2,1
-1.7123689034106535,1,0.022525083350187713,0.41184608046930504,2,-1.177407560954507,-1.1789627236169555,0.3817545127155185,0.6583747159595755,0.0763255840423986,-1.1679814977532854,0,1,0.2853191615306417,-0.6521717177549614,-0.4358189708350189,-1.2999784864040864,-1.564060674190245,2,2
-1.7097445832521696,1,-0.6080302678557142,1.7388910521342187,2,-1.177201555130216,-1.179211927579046,0.0612264166236156,-0.26713606685899705,-0.8755254495096068,0.8782409138511671,1,6,-0.6699399633116924,1.0459056428531135,0.6500897760110567,0.52143257840079,0.16577601615841306,1,1
-1.707120263093686,2,-1.1900813612765468,1.4540279953893944,0,-1.176995549305925,-1.1785466971678455,1.66386689708313,-0.26713606685899705,-1.021964070056069,-0.14487029195105913,2,6,-0.9191379958792577,-0.3008453672843252,-1.1876019494207635,0.8587309237350265,-0.26668315642875146,0,1
